genome,completeness,contamination,length,N50
TG3:bin_000034.fa,91.33,1.26,3041869,9433
TG3:bin_000041.fa,87.32,8.33,3184572,24055
TG3:bin_000043.fa,83.19,6.01,1985080,12534
TG3:bin_000052.fa,83.04,4.78,3241665,3430
TG3:bin_000060.fa,93.28,11.18,3299269,12176
TG3:bin_000064.fa,83.11,4.69,2916407,9155
TG3:bin_000079.fa,56.56,2.07,1698850,2727
TG3_14:bin_000024.fa,86.47,0.96,2138755,15531
TG3_14:bin_000036.fa,75.12,6.09,2296126,4820
TG3_21:bin_000004.fa,95.22,3.11,2163905,14676
TG3_21:bin_000032.fa,71.6,4.01,2890059,6809
TG3_21:bin_000035.fa,87.48,3.98,2213117,4212
TG3_21:bin_000041.fa,82.89,11.01,3148344,12779
TG3_28:bin_000032.fa,87.38,2.75,2744323,23986
TG3_28:bin_000044.fa,80.66,9.72,3437849,8501
TG3_28:bin_000045.fa,74.84,3.84,2139498,5446
TG3_28:bin_000046.fa,59.56,3.07,2722999,3377
TG3_28:bin_000055.fa,80.91,6.12,2874837,9791
TG3_35:bin_000004.fa,99.42,1.02,2510331,14706
TG4:bin_000033.fa,94.7,5.18,3505436,16877
TG4:bin_000058.fa,66.36,2.53,1803563,8452
TG4_07:bin_000005.fa,100.0,10.06,3168586,25129
TG4_07:bin_000016.fa,88.98,5.53,4664330,40511
TG4_07:bin_000020.fa,88.22,7.61,3508119,23987
TG4_07:bin_000021.fa,92.99,4.93,2988287,27006
TG4_07:bin_000026.fa,76.06,6.84,2531164,10551
TG4_14:bin_000004.fa,100.0,6.6,4420960,61268
TG4_14:bin_000010.fa,97.27,7.52,2723995,22460
TG4_14:bin_000023.fa,93.03,2.21,5069453,33075
TG4_21:bin_000001.fa,99.84,0.99,2785494,44575
TG4_21:bin_000026.fa,72.33,4.23,2491533,6120
TG4_21:bin_000032.fa,80.23,3.41,2623468,8688
TG4_21:bin_000040.fa,50.56,1.23,2589939,3363
TG4_28:bin_000006.fa,98.33,3.99,2533492,18481
TG4_28:bin_000007.fa,98.51,3.71,2407912,48449
TG4_28:bin_000013.fa,87.38,4.64,3162528,40691
TG4_28:bin_000020.fa,87.08,5.82,3206752,16340
TG4_35:bin_000009.fa,92.96,8.08,3110263,31306
TG5:bin_000002.fa,100.0,2.15,1624943,30149
TG5:bin_000004.fa,99.34,1.21,3222735,51757
TG5:bin_000023.fa,90.03,3.77,3814535,12007
TG5:bin_000044.fa,66.79,1.76,1901424,3105
TG5:bin_000046.fa,82.56,4.13,3255171,11215
TG5_07:bin_000016.fa,80.31,4.11,2658320,24506
TG5_14:bin_000002.fa,99.59,0.08,2782647,54190
TG5_14:bin_000004.fa,99.75,0.43,2112246,49961
TG5_14:bin_000006.fa,98.31,1.76,2524849,34491
TG5_14:bin_000028.fa,65.17,2.22,2879348,3623
TG5_21:bin_000011.fa,90.82,3.97,2946610,22605
TG5_28:bin_000006.fa,90.92,0.89,1954734,20627
TG5_28:bin_000009.fa,93.96,2.17,3031732,9315
TG5_28:bin_000025.fa,86.17,7.44,3459804,33731
TG5_35:bin_000012.fa,89.33,7.97,3584096,37617
TG5_35:bin_000013.fa,99.88,10.41,4857640,31010
TG5_35:bin_000034.fa,75.47,1.76,2160134,3848
D300419:bin_000006.fa,81.86,1.7,2107610,8512
D300419:bin_000015.fa,71.93,3.36,2090335,11694
D300421:bin_000013.fa,76.32,1.31,2104114,4509
D300422:bin_000005.fa,94.59,1.9,1416342,77199
D300423:bin_000006.fa,90.29,4.61,4451343,45812
D300425:bin_000001.fa,87.28,4.85,4739357,4634
D300425:bin_000011.fa,92.71,3.93,3154092,23039
D300426:bin_000017.fa,80.84,1.98,2164010,6915
D300426:bin_000019.fa,80.19,18.5,4219712,9929
D300427:bin_000009.fa,91.26,2.41,3402245,26505
D300428:bin_000011.fa,84.81,11.28,3825583,17918
D300429:bin_000003.fa,96.94,2.02,2590772,20220
D300430:bin_000008.fa,82.29,2.14,2199871,4348
D300432:bin_000009.fa,91.45,4.75,3447586,35475
D300433:bin_000015.fa,77.3,13.12,2188492,2759
D300434:bin_000007.fa,93.82,6.18,3532289,32948
D300434:bin_000015.fa,65.68,4.66,1719775,3908
D300435:bin_000014.fa,84.76,36.7,8033766,18212
D300435:bin_000017.fa,76.5,2.09,2154837,9232
D300436:bin_000001.fa,90.43,1.92,2479064,27877
D300437:bin_000004.fa,94.67,1.88,1502229,61106
D300437:bin_000005.fa,91.98,3.98,2499518,7306
D300438:bin_000002.fa,98.33,1.89,2681944,13023
D300438:bin_000004.fa,91.08,0.34,2428402,19759
D300438:bin_000018.fa,83.63,6.32,3690207,7865
D300439:bin_000017.fa,94.41,5.28,3382313,26353
D300443:bin_000013.fa,96.93,25.98,8311278,19350
D300444:bin_000003.fa,96.89,2.19,4864642,14435
D300444:bin_000007.fa,91.09,2.59,3445515,33572
D300445:bin_000006.fa,93.84,4.63,3029723,19032
D300445:bin_000015.fa,62.89,7.76,3260976,3565
D300446:bin_000011.fa,93.15,3.55,3485403,6672
D300447:bin_000002.fa,93.36,0.49,2567376,32830
D300448:bin_000018.fa,82.86,9.72,3102973,10632
D300449:bin_000002.fa,96.95,4.91,2975183,26831
D300449:bin_000011.fa,77.85,0.85,2293731,10459
D300449:bin_000012.fa,83.11,1.35,3453104,10866
D300449:bin_000013.fa,95.42,36.79,4515315,3100
D300450:bin_000002.fa,90.58,1.82,2474074,24675
D300452:bin_000004.fa,90.16,2.32,2403395,28798
D300452:bin_000007.fa,84.28,0.74,1579854,14899
D300452:bin_000014.fa,87.03,3.23,2977456,26058
D300453:bin_000008.fa,87.66,5.29,4234951,45244
D300454:bin_000009.fa,85.22,0.44,1346861,17128
D300455:bin_000007.fa,93.73,5.13,2136893,9984
D300455:bin_000016.fa,77.82,5.68,2732899,11037
D300456:bin_000010.fa,79.87,4.18,3264869,23021
D300456:bin_000015.fa,77.22,7.15,2630316,13039
D300457:bin_000002.fa,87.55,0.98,2685993,28276
D300460:bin_000009.fa,75.31,0.17,1416571,17062
D300461:bin_000001.fa,93.88,0.27,2080681,16377
D300461:bin_000013.fa,87.16,5.52,2936970,20985
D300462:bin_000004.fa,90.51,3.74,2896420,24746
D300463:bin_000011.fa,92.7,7.13,2268487,11537
D300463:bin_000013.fa,93.75,3.22,3037028,31916
D300463:bin_000015.fa,84.49,11.25,4845949,10129
D300464:bin_000003.fa,91.3,4.76,2823845,8071
D300464:bin_000006.fa,89.05,1.78,1621742,5629
D300464:bin_000020.fa,87.44,7.46,3427203,20756
D300467:bin_000020.fa,53.58,1.02,1818867,2942
D300467:bin_000021.fa,76.88,2.29,2749947,9308
D300469:bin_000012.fa,84.42,33.05,8888416,14562
D300470:bin_000012.fa,88.21,2.14,2530793,16111
D300471:bin_000005.fa,92.93,2.47,2473380,16011
D300472:bin_000014.fa,83.31,4.28,3322609,23497
D300473:bin_000015.fa,87.02,6.85,3396656,18253
D300473:bin_000017.fa,69.25,6.36,2529229,12101
D300474:bin_000002.fa,94.38,1.25,1918856,24175
D300474:bin_000004.fa,96.54,0.63,1689689,37669
D300474:bin_000006.fa,97.57,8.98,2297504,13114
D300474:bin_000007.fa,95.11,2.05,2805169,14130
D300474:bin_000009.fa,82.77,1.72,2437350,33893
D300475:bin_000018.fa,73.36,1.42,2310654,4007
D300476:bin_000013.fa,72.83,2.99,2129253,9385
D300476:bin_000014.fa,76.94,1.9,2106028,9969
D300477:bin_000003.fa,100.0,8.43,5102572,56636
D300478:bin_000009.fa,94.41,15.55,2117818,6768
D300479:bin_000001.fa,99.97,0.53,1942229,31518
D300479:bin_000006.fa,94.84,5.85,3186449,32523
D300480:bin_000015.fa,81.72,2.99,2269945,5218
D300481:bin_000005.fa,99.66,4.98,3637174,27805
D300481:bin_000015.fa,75.64,1.22,2723233,14673
D300482:bin_000002.fa,98.66,8.6,3248758,37647
D300484:bin_000008.fa,87.02,4.4,2634181,8395
D300484:bin_000010.fa,77.74,5.28,1972443,3997
D300484:bin_000015.fa,74.14,3.23,2480816,4605
D300485:bin_000021.fa,60.68,1.71,2124759,4620
D300488:bin_000008.fa,83.64,8.36,3194199,5140
D300489:bin_000002.fa,89.61,1.99,2581507,17712
D300489:bin_000015.fa,76.2,7.55,2042555,9096
D300490:bin_000006.fa,97.73,31.14,9367678,19814
D300490:bin_000009.fa,86.47,8.36,4110408,30828
D300490:bin_000014.fa,72.64,16.65,3272449,4828
D300492:bin_000006.fa,96.3,9.9,4676016,55502
D300493:bin_000008.fa,87.42,2.13,1653092,6050
D300493:bin_000014.fa,71.22,2.28,2044740,4309
D300495:bin_000005.fa,98.04,1.84,1810883,56484
D300496:bin_000006.fa,92.64,0.2,1668542,15797
D300496:bin_000010.fa,92.21,5.17,3541504,24991
D300496:bin_000018.fa,68.65,4.15,2310948,11371
D300497:bin_000005.fa,86.79,8.47,4051475,15446
D300497:bin_000009.fa,88.48,26.3,9058535,15976
D300497:bin_000015.fa,85.94,15.65,2640021,4456
D300498:bin_000004.fa,96.38,2.81,2952416,21811
D300498:bin_000007.fa,95.91,5.42,2360319,8331
D300499:bin_000003.fa,96.43,3.36,2038270,38612
D300499:bin_000016.fa,79.34,3.36,2058309,5098
D300501:bin_000012.fa,71.08,2.73,1944930,5208
D300501:bin_000014.fa,67.95,0.33,2305927,4351
D300502:bin_000011.fa,80.1,3.5,2579954,5256
D300503:bin_000009.fa,86.83,6.41,2361472,11605
D300503:bin_000017.fa,64.23,4.7,1882770,11490
D300504:bin_000003.fa,93.93,0.29,1969071,12441
D300506:bin_000006.fa,87.6,2.03,2719677,5752
D300506:bin_000011.fa,99.27,1.39,3178153,31087
D300506:bin_000013.fa,84.17,3.05,2943293,19944
D300506:bin_000016.fa,96.68,12.24,3847104,36806
D300506:bin_000018.fa,84.45,19.62,5041918,3262
D300507:bin_000015.fa,90.76,3.05,3654610,13102
D300507:bin_000016.fa,70.25,2.82,2095748,5266
D300508:bin_000005.fa,93.38,3.61,2424913,12440
D300508:bin_000016.fa,77.91,1.53,2715836,7860
D300511:bin_000013.fa,81.98,1.56,2571690,19303
D300512:bin_000001.fa,98.51,0.48,2117608,43981
D300512:bin_000007.fa,79.35,2.43,1598969,5496
D300512:bin_000009.fa,88.48,10.72,4541484,34652
D300514:bin_000016.fa,68.23,6.18,3644234,7903
D300515:bin_000008.fa,91.2,7.95,3427503,12321
D300516:bin_000001.fa,99.84,0.25,2797193,42693
D300516:bin_000008.fa,81.15,6.87,1905087,5075
D300516:bin_000015.fa,81.1,2.25,2291310,6651
D300518:bin_000001.fa,100.0,0.72,2826486,16928
D300518:bin_000006.fa,96.9,2.94,4800493,7578
D300518:bin_000020.fa,82.43,3.46,2563443,11554
D300519:bin_000009.fa,97.6,31.2,10036809,21532
D300519:bin_000015.fa,70.88,3.67,2094076,11496
D300520:bin_000007.fa,86.05,3.2,3504062,41748
D300521:bin_000006.fa,84.63,1.95,2086084,14272
D300522:bin_000006.fa,99.9,27.77,8577537,22129
D300522:bin_000008.fa,90.75,2.31,3474055,26527
D300522:bin_000012.fa,63.43,1.29,1804404,4131
D300523:bin_000015.fa,80.65,10.4,4348370,12581
D300523:bin_000016.fa,84.05,6.0,2290013,7932
D300524:bin_000001.fa,93.39,1.4,3536495,62329
D300524:bin_000004.fa,94.13,1.5,3309026,27276
D300524:bin_000012.fa,80.42,2.08,2559905,8199
D300525:bin_000005.fa,93.07,7.56,2921043,18827
D300525:bin_000009.fa,91.34,4.05,2547505,13494
D300526:bin_000012.fa,83.53,3.47,2143674,4865
D300526:bin_000013.fa,81.12,6.56,3357160,16545
D300527:bin_000013.fa,70.55,10.95,2784712,5999
D300528:bin_000003.fa,92.18,0.7,3096186,39707
D300528:bin_000013.fa,82.09,4.05,2930182,7360
GPB:bin_000003.fa,99.92,1.71,3842721,3842721
GPB:bin_000004.fa,100.0,0.18,3213223,3213223
GPB:bin_000017.fa,100.0,4.36,3545344,3545344
GPB:bin_000020.fa,97.11,4.54,2183377,2183377
GPB:bin_000050.fa,100.0,0.19,4872587,4872587
GPB:bin_000059.fa,96.36,1.34,3350407,3350407
GPB:bin_000061.fa,98.54,0.33,2856039,2856039
GPB:bin_000078.fa,99.89,0.82,3524118,3524118
GPB:bin_000091.fa,99.95,1.6,3638150,3638150
GPB:bin_000104.fa,98.75,1.44,4260129,4260129
GPB:bin_000138.fa,81.11,1.86,2363991,1269063
GPB:bin_000163.fa,94.28,0.1,1676651,1512000
GPB:bin_000174.fa,71.62,0.17,2746388,2746388
GPB:bin_000184.fa,99.99,0.23,3412555,1218363
GPB:bin_000190.fa,95.4,0.74,2446882,1775478
GPB:bin_000191.fa,95.3,3.08,2939681,584162
TG1:bin_000020.fa,90.31,2.27,1824892,6068
TG1:bin_000027.fa,90.66,9.87,3698563,8795
TG1:bin_000030.fa,93.13,11.67,1853055,38983
TG1:bin_000033.fa,82.0,14.81,3008401,13935
TG1:bin_000038.fa,79.85,5.34,2858668,14712
TG1:bin_000040.fa,78.05,3.27,1610670,19498
TG1:bin_000050.fa,86.5,6.28,3202723,14477
TG1:bin_000059.fa,53.96,1.53,2808738,2957
TG1_07:bin_000004.fa,97.67,6.59,2581200,21909
TG1_07:bin_000007.fa,93.98,0.89,2794156,23480
TG1_07:bin_000014.fa,88.79,5.99,4107038,5734
TG1_14:bin_000025.fa,91.41,2.8,4956423,16857
TG1_21:bin_000001.fa,99.43,1.32,2072942,38688
TG1_21:bin_000003.fa,100.0,0.73,2905875,40474
TG1_21:bin_000011.fa,96.7,7.87,2781299,22553
TG1_21:bin_000029.fa,83.44,10.34,2674445,8467
TG1_21:bin_000031.fa,89.54,0.93,2943893,14047
TG1_28:bin_000005.fa,100.0,1.8,2469687,14754
TG1_28:bin_000025.fa,80.35,3.17,3573577,5707
TG1_28:bin_000029.fa,59.96,1.74,2522154,2666
TG1_28:bin_000039.fa,77.55,3.12,2394960,4735
TG2:bin_000014.fa,92.36,9.07,3676892,28214
TG2:bin_000021.fa,95.34,5.74,1977355,10394
TG2:bin_000040.fa,85.45,2.66,2920986,7385
TG2_07:bin_000012.fa,89.29,6.23,3072938,28410
TG2_14:bin_000009.fa,91.19,2.47,3057136,35633
TG2_14:bin_000020.fa,64.32,3.0,2879614,2915
TG2_14:bin_000031.fa,88.49,26.88,4884100,4875
TG2_21:bin_000001.fa,99.05,0.06,3559586,25403
TG2_21:bin_000031.fa,65.23,3.06,2350905,6191
TG2_28:bin_000003.fa,94.18,0.09,2550675,42900
TG2_28:bin_000011.fa,93.23,4.44,3327975,26997
TG2_28:bin_000017.fa,84.5,5.98,3529075,26696
TG2_28:bin_000025.fa,82.23,1.99,1892761,13773
TG2_35:bin_000002.fa,97.06,1.82,3253873,15920
TG2_35:bin_000015.fa,84.83,9.55,3089624,30671
TG3:bin_000012.fa,92.58,4.61,1973038,16176
TG3:bin_000032.fa,93.79,13.38,2222373,8699
TG3:bin_000038.fa,90.34,4.73,3744471,27649
TG3:bin_000045.fa,81.78,4.44,2046142,12433
TG3:bin_000050.fa,95.67,2.5,3051995,21202
TG3:bin_000066.fa,66.73,3.03,2306058,10843
TG3:bin_000074.fa,62.18,3.9,1723674,8000
TG3_07:bin_000003.fa,100.0,3.58,2531229,11784
TG3_14:bin_000002.fa,98.71,0.92,2081418,37019
TG3_14:bin_000029.fa,95.75,8.57,3628409,17196
TG3_28:bin_000001.fa,99.76,0.67,1867055,77484
TG3_28:bin_000006.fa,95.54,1.28,2071655,14674
TG3_28:bin_000023.fa,78.99,8.47,3357962,15674
TG3_28:bin_000026.fa,82.81,6.03,3032982,9423
TG3_28:bin_000038.fa,69.07,1.77,2245104,4764
TG3_28:bin_000048.fa,67.34,2.25,2552819,5934
TG3_28:bin_000054.fa,65.61,3.5,1188921,3920
TG3_35:bin_000022.fa,89.2,7.2,3054667,18697
TG3_35:bin_000025.fa,83.82,5.27,1925359,9683
TG3_35:bin_000028.fa,87.47,7.69,3652651,29573
TG4:bin_000006.fa,94.67,10.21,2079531,16437
TG4:bin_000008.fa,92.63,12.37,2926908,18498
TG4:bin_000012.fa,100.0,13.87,4547020,36377
TG4:bin_000013.fa,81.86,3.97,2983830,12409
TG4:bin_000044.fa,75.83,6.12,2813881,19716
TG4:bin_000054.fa,88.93,34.28,3759903,6668
TG4:bin_000056.fa,64.85,2.73,1611080,5766
TG4_07:bin_000015.fa,91.18,2.48,2411386,5867
TG4_07:bin_000025.fa,75.72,6.0,3689739,9933
TG4_14:bin_000005.fa,93.55,5.97,3128903,15367
TG4_14:bin_000016.fa,90.56,3.12,2716570,5904
TG4_21:bin_000019.fa,88.55,3.04,2624918,20637
TG4_21:bin_000038.fa,70.99,2.52,3066971,9260
TG4_21:bin_000041.fa,70.29,2.99,1871663,6019
TG4_28:bin_000026.fa,82.44,7.34,2955040,14898
TG4_35:bin_000006.fa,89.5,1.68,1949967,21371
TG4_35:bin_000019.fa,88.22,4.73,3733198,35354
TG4_35:bin_000022.fa,71.86,2.26,2854180,9435
TG5:bin_000033.fa,84.12,3.3,2644085,32640
TG5_07:bin_000008.fa,99.96,5.28,3879363,64849
TG5_14:bin_000009.fa,97.08,1.12,2606890,21277
TG5_21:bin_000006.fa,98.95,5.81,4302716,7502
TG5_28:bin_000020.fa,88.7,12.49,5678704,19690
TG5_35:bin_000005.fa,100.0,2.03,2747630,23265
TG5_35:bin_000032.fa,77.98,1.99,2543378,4495
D300418:bin_000008.fa,94.44,3.35,1803604,11011
D300418:bin_000009.fa,85.79,6.78,2867184,11376
D300418:bin_000010.fa,99.95,2.74,3868279,32823
D300418:bin_000014.fa,79.58,6.07,2166474,6200
D300420:bin_000010.fa,88.57,2.85,2946457,19982
D300420:bin_000011.fa,84.27,6.44,2113991,4250
D300420:bin_000016.fa,64.48,3.06,2612101,4155
D300421:bin_000004.fa,91.21,5.29,2487146,9255
D300421:bin_000011.fa,82.63,1.29,2277337,14430
D300421:bin_000017.fa,63.41,0.32,1966903,25600
D300422:bin_000004.fa,86.65,2.61,2497647,11949
D300422:bin_000013.fa,76.27,14.1,3058574,5706
D300425:bin_000003.fa,90.51,1.72,2344128,39501
D300425:bin_000009.fa,82.14,2.73,2407904,10515
D300426:bin_000006.fa,99.84,2.53,3542233,37337
D300426:bin_000007.fa,82.68,4.88,2406547,28285
D300426:bin_000020.fa,73.68,2.49,2613653,9098
D300427:bin_000013.fa,66.87,10.26,5561590,9318
D300428:bin_000013.fa,76.75,4.02,2663123,8945
D300428:bin_000015.fa,75.33,2.0,1966006,6878
D300429:bin_000005.fa,88.06,0.73,3943781,6914
D300430:bin_000011.fa,75.88,6.23,2613767,5826
D300431:bin_000004.fa,94.25,1.95,2410344,23845
D300431:bin_000011.fa,83.28,8.66,5108218,22680
D300432:bin_000013.fa,96.77,24.42,6678275,13919
D300434:bin_000003.fa,99.63,5.02,2617829,21508
D300435:bin_000001.fa,99.64,0.51,2545646,41671
D300435:bin_000016.fa,77.06,4.59,3263635,9881
D300436:bin_000002.fa,99.86,1.24,3965257,51686
D300436:bin_000014.fa,92.05,4.64,2827737,16419
D300436:bin_000018.fa,76.08,2.31,2238971,8975
D300437:bin_000001.fa,94.49,2.15,2192143,18824
D300438:bin_000012.fa,90.01,7.73,3731932,10007
D300439:bin_000007.fa,100.0,7.08,2332790,12339
D300439:bin_000023.fa,85.0,15.34,2888295,14139
D300441:bin_000020.fa,72.28,4.21,2502050,10115
D300443:bin_000011.fa,84.82,3.2,2566827,11870
D300443:bin_000018.fa,54.85,1.73,1507908,2629
D300446:bin_000008.fa,85.54,4.73,4474764,4103
D300448:bin_000005.fa,99.1,9.6,3506072,29734
D300448:bin_000010.fa,96.11,6.74,3091766,21246
D300448:bin_000017.fa,68.34,4.38,2517936,8045
D300449:bin_000001.fa,99.19,2.54,2652887,31099
D300450:bin_000007.fa,92.56,1.69,2215040,8182
D300451:bin_000003.fa,94.69,11.3,3453160,25224
D300451:bin_000018.fa,62.02,14.73,4836462,4400
D300453:bin_000006.fa,95.87,4.35,3811554,34236
D300453:bin_000010.fa,73.31,2.0,1569298,4118
D300456:bin_000018.fa,59.46,3.17,2325773,6184
D300456:bin_000019.fa,75.58,29.36,4164937,2353
D300457:bin_000011.fa,90.19,1.26,2775421,18171
D300458:bin_000003.fa,100.0,3.66,3640538,19388
D300458:bin_000018.fa,85.71,3.89,3145588,15695
D300459:bin_000003.fa,88.93,1.78,2548470,18099
D300459:bin_000013.fa,85.83,11.05,4159756,9815
D300460:bin_000014.fa,89.97,2.23,2729918,14512
D300460:bin_000016.fa,63.6,5.35,3004789,3066
D300461:bin_000007.fa,93.98,3.63,3232670,23631
D300461:bin_000009.fa,86.38,8.37,4553865,42061
D300462:bin_000011.fa,68.53,0.92,1772037,4048
D300464:bin_000001.fa,100.0,0.0,2630778,48317
D300464:bin_000011.fa,79.56,5.06,4561966,15400
D300464:bin_000019.fa,61.91,1.94,2828822,2848
D300465:bin_000008.fa,87.32,0.78,2127096,7197
D300466:bin_000004.fa,90.66,11.03,3390201,25789
D300466:bin_000006.fa,98.76,30.89,9571263,21051
D300466:bin_000009.fa,90.14,7.46,3686028,44172
D300467:bin_000016.fa,84.84,3.64,2420628,11343
D300467:bin_000018.fa,87.68,2.8,2776565,11197
D300468:bin_000009.fa,85.25,7.97,2621690,15552
D300468:bin_000014.fa,88.76,6.29,2545020,5915
D300469:bin_000004.fa,82.94,1.45,2646653,8747
D300469:bin_000011.fa,95.91,10.95,4770905,27147
D300470:bin_000014.fa,84.39,2.95,2706954,26500
D300471:bin_000010.fa,85.45,2.25,3138158,9948
D300472:bin_000015.fa,77.84,3.2,1689659,3941
D300472:bin_000016.fa,82.24,2.82,2811202,9694
D300473:bin_000004.fa,99.99,4.31,4130466,61018
D300473:bin_000007.fa,90.04,5.37,2263556,12091
D300473:bin_000008.fa,80.22,6.51,2400501,16505
D300474:bin_000001.fa,100.0,7.99,2778185,19426
D300475:bin_000010.fa,84.66,2.59,2814623,7090
D300478:bin_000001.fa,93.74,0.62,1745157,14361
D300478:bin_000002.fa,96.54,1.99,2033122,20885
D300479:bin_000016.fa,86.09,3.88,3896634,10065
D300480:bin_000006.fa,89.1,2.19,2048414,18973
D300480:bin_000011.fa,77.2,2.89,1366273,7650
D300481:bin_000006.fa,89.99,11.62,3321788,29404
D300482:bin_000005.fa,93.72,0.81,3065243,28858
D300482:bin_000013.fa,81.72,1.66,2940154,15843
D300483:bin_000013.fa,76.08,9.86,4833339,11757
D300485:bin_000005.fa,84.31,2.14,2368050,15597
D300486:bin_000007.fa,89.53,2.38,3225388,39715
D300486:bin_000009.fa,80.79,4.54,2414424,5836
D300486:bin_000010.fa,79.48,6.9,2459110,6090
D300487:bin_000010.fa,95.29,1.49,2465642,11169
D300487:bin_000013.fa,91.41,7.06,3536179,17244
D300487:bin_000015.fa,73.17,3.28,3337705,8048
D300488:bin_000011.fa,92.67,7.51,2880090,24900
D300488:bin_000015.fa,68.49,2.92,1457472,3501
D300488:bin_000017.fa,80.24,10.53,3114915,6874
D300490:bin_000012.fa,87.57,4.59,3244968,17412
D300491:bin_000004.fa,84.17,2.08,2291439,5623
D300491:bin_000015.fa,60.53,2.25,1896135,2960
D300492:bin_000002.fa,91.4,1.22,2401962,28621
D300492:bin_000010.fa,78.97,0.53,2227674,12081
D300493:bin_000002.fa,93.1,2.32,2043415,33325
D300494:bin_000002.fa,99.18,1.49,3108532,24858
D300494:bin_000008.fa,80.82,4.68,2599182,6020
D300494:bin_000012.fa,84.13,2.72,2340831,9292
D300495:bin_000002.fa,97.2,0.64,2115137,24743
D300495:bin_000019.fa,57.93,1.8,1867000,6287
D300496:bin_000015.fa,83.2,26.99,3557816,6085
D300496:bin_000016.fa,86.29,5.32,1543578,3896
D300498:bin_000002.fa,93.21,5.11,3289335,22663
D300498:bin_000005.fa,100.0,1.25,4086264,41462
D300499:bin_000011.fa,77.12,4.58,1958643,5376
D300500:bin_000005.fa,87.03,5.21,3391249,23002
D300501:bin_000008.fa,92.88,6.79,3337887,32374
D300501:bin_000015.fa,63.35,2.46,2406317,4306
D300502:bin_000001.fa,90.3,0.86,2430518,11694
D300503:bin_000007.fa,87.44,8.55,3294511,21408
D300504:bin_000005.fa,97.11,6.11,4622963,43601
D300504:bin_000006.fa,97.6,20.39,8980213,21344
D300504:bin_000012.fa,75.82,6.17,2456331,10758
D300507:bin_000012.fa,88.91,5.25,2830952,15672
D300511:bin_000008.fa,89.93,4.69,3416887,22868
D300513:bin_000003.fa,93.92,0.61,2026113,19526
D300515:bin_000005.fa,85.04,6.43,2303482,9063
D300515:bin_000017.fa,59.3,1.38,2216398,4456
D300516:bin_000014.fa,89.18,1.57,2197380,21019
D300516:bin_000023.fa,64.45,0.74,2490449,5798
D300517:bin_000009.fa,74.98,2.81,2110047,6741
D300518:bin_000004.fa,87.46,0.1,2246223,11097
D300518:bin_000014.fa,88.84,26.07,4892361,9494
D300518:bin_000017.fa,73.67,5.44,2756042,6969
D300518:bin_000022.fa,66.28,0.21,2158689,4992
D300519:bin_000014.fa,78.08,0.09,1834861,5033
D300520:bin_000013.fa,85.6,32.57,9956925,17353
D300520:bin_000015.fa,76.69,4.44,2069733,4645
D300520:bin_000019.fa,92.59,3.57,2134498,11749
D300521:bin_000001.fa,94.47,1.77,1647925,17610
D300521:bin_000003.fa,93.2,1.02,1980813,8570
D300521:bin_000010.fa,88.26,8.23,2276355,6949
D300521:bin_000015.fa,80.45,5.96,2085395,6486
D300523:bin_000009.fa,83.15,3.51,2401849,28069
D300524:bin_000007.fa,83.7,4.76,2285924,7453
D300524:bin_000011.fa,90.93,8.3,3537873,29605
D300525:bin_000002.fa,91.23,0.04,1447124,18239
D300525:bin_000006.fa,92.69,3.88,2241601,15819
D300525:bin_000011.fa,83.46,11.96,3173542,23360
D300526:bin_000004.fa,97.15,5.29,2836001,11320
D300529:bin_000001.fa,92.19,4.71,2175748,18470
GPB:bin_000011.fa,94.68,0.42,1461647,1461647
GPB:bin_000016.fa,98.05,0.35,3519202,3519202
GPB:bin_000037.fa,95.97,2.44,3272663,3272663
GPB:bin_000063.fa,97.77,1.4,3353310,3353310
GPB:bin_000068.fa,97.69,1.85,4393761,4393761
GPB:bin_000087.fa,99.08,0.32,3553873,3553873
GPB:bin_000092.fa,98.26,0.52,3990592,3990592
GPB:bin_000098.fa,99.99,0.56,3221820,3221820
GPB:bin_000105.fa,100.0,1.23,4570642,4570642
GPB:bin_000108.fa,97.95,3.55,5283252,5283252
GPB:bin_000110.fa,100.0,1.32,3295853,3295853
GPB:bin_000116.fa,100.0,0.67,3631633,3631633
GPB:bin_000162.fa,72.23,0.2,2495327,1413917
GPB:bin_000171.fa,100.0,1.11,4137023,1320277
GPB:bin_000181.fa,99.96,1.09,4057965,2066294
GPB:bin_000182.fa,76.85,9.53,2624419,303876
GPB:bin_000202.fa,89.75,0.99,3154036,586972
TG1:bin_000017.fa,94.8,3.05,2733654,35286
TG1:bin_000044.fa,80.33,4.53,2415341,18328
TG1:bin_000048.fa,78.58,13.14,2531979,4578
TG1:bin_000049.fa,92.78,1.92,4979029,21072
TG1_14:bin_000009.fa,95.16,4.97,3223033,36911
TG1_21:bin_000004.fa,100.0,6.97,2893585,35283
TG1_21:bin_000022.fa,81.69,6.14,2506645,7604
TG1_28:bin_000006.fa,100.0,5.01,2917314,34544
TG1_28:bin_000022.fa,87.07,8.08,3123278,23413
TG1_35:bin_000019.fa,94.48,8.65,3093488,16548
TG1_35:bin_000028.fa,84.1,7.4,3260642,6480
TG1_35:bin_000031.fa,91.87,6.6,3287797,23981
TG2:bin_000006.fa,98.88,0.35,1927840,25866
TG2:bin_000055.fa,75.25,0.38,1419434,4879
TG2_07:bin_000014.fa,94.72,3.4,2558144,28216
